id,category_id,technical_requirements,soft_skills,domain_knowledge,education_requirement,experience_level,project_experience
252,2,"python, c, test, algorithm","communication, time",Unknown,Unknown,Senior,Unknown
253,2,Unknown,"troubleshooting, critical, system, analytical",Unknown,Unknown,Unknown,Unknown
254,2,"linux, python","accountability, communication skills, reliability, project, system, initiative, technical, flexibility, learning, curiosity, documentation",Unknown,Bachelor,Senior,Unknown
255,2,Unknown,"project, teamwork, system, analytical, communication",Unknown,Unknown,Unknown,Unknown
256,2,Unknown,"learning, critical",Unknown,Unknown,Senior,Unknown
257,2,python,"reliability, collaboration, time, clarity, technical, responsibility, learning, curiosity, communication",Unknown,Unknown,Unknown,Unknown
259,2,"linux, c","communication skills, project, analytical, problem solving",Unknown,Unknown,Senior,Unknown
260,2,Unknown,"technical, communication, client",Unknown,Unknown,Senior,Unknown
261,2,c,"troubleshooting, communication skills, analytical",Unknown,Unknown,Unknown,Unknown
262,2,python,"learning, problem solving",Unknown,Unknown,Unknown,Unknown
264,2,"python, test","analytical, collaboration, time, critical, system, problem solving, technical, flexibility, learning, documentation, solution, communication",Unknown,Master,Senior,Unknown
266,2,"c, java","critical thinking, critical, responsibility, technical, learning",Unknown,Unknown,Senior,Unknown
268,2,"linux, python, windows","reliability, teamwork, analytical thinking, planning, system, problem solving, time management, solution, communication",Unknown,Unknown,Unknown,Unknown
269,2,"python, test, java","collaboration, teamwork, adaptability, system, critical, initiative, problem solving, technical, learning, analytical, communication",Unknown,Unknown,Unknown,Unknown
270,2,"c, linux, operating system, microcontroller, algorithm","time, teamwork, system, critical, learning",Unknown,Bachelor,Mid-Level,Unknown
271,2,Unknown,"communication skills, project, collaboration, critical, client, technical, learning, solution, communication",Unknown,Unknown,Unknown,Unknown
273,2,python,learning,Unknown,Bachelor,Unknown,Unknown
274,2,java,"communication skills, learning",Unknown,Unknown,Unknown,Unknown
275,2,java,"system, problem solving, responsibility, technical, learning",Unknown,Unknown,Unknown,Unknown
276,2,"c, windows, linux, test, operating system","teamwork, analytical thinking, system, problem solving, technical, time management, learning, stress, documentation",Unknown,Bachelor,Senior,Unknown
277,2,"python, c, linux, test, operating system","responsibility, system, learning",Unknown,Unknown,Intern,Unknown
279,2,python,"documentation, analytical, collaboration",Unknown,Unknown,Unknown,Unknown
280,2,"c, java","communication skills, initiative, system, collaboration",Unknown,Unknown,Senior,Unknown
281,2,"c, linux, test, operating system, algorithm","system, documentation, critical, communication",Unknown,Unknown,Mid-Level,Unknown
282,2,"python, c, test, embedded system, debug","accountability, communication skills, collaboration, change, analytical thinking, time, planning, critical, system, responsibility, technical, learning, documentation, communication",Unknown,Master,Senior,Unknown
283,2,test,"task, reliability, project, system",Unknown,Unknown,Mid-Level,Unknown
284,2,Unknown,"project, change, time, system, initiative, technical, analytical",Unknown,Unknown,Mid-Level,Unknown
285,2,Unknown,Unknown,Unknown,Bachelor,Unknown,Unknown
288,2,c,"time, attention, responsibility, attention to detail, stakeholder",Unknown,Unknown,Unknown,Unknown
