id,category_id,technical_requirements,soft_skills,domain_knowledge,education_requirement,experience_level,project_experience
419,6,r,"communication skills, project, collaboration, time, learning","statistical analysis, classification",unknown,unknown,unknown
421,6,"python, power bi, sql","responsibility, communication skills, project, communication",unknown,unknown,unknown,unknown
423,6,"python, sql","communication skills, critical, collaboration, attention to detail",unknown,unknown,unknown,unknown
424,6,unknown,"communication skills, documentation, analytical, communication",unknown,unknown,unknown,unknown
425,6,"r, sas, sql","accountability, communication skills, collaboration, analytical thinking, attention, time management, curiosity, analytical",unknown,bachelor,unknown,unknown
427,6,python,"communication skills, time, stakeholder communication, problem solving, stakeholder, documentation, analytical, communication",unknown,unknown,unknown,unknown
429,6,"python, sql","collaboration, time, teamwork, initiative, responsibility, flexibility, learning, analytical, communication",forecasting,unknown,unknown,unknown
430,6,"python, sql, spark","problem, project, analytical thinking, planning, learning, stakeholder",forecasting,unknown,unknown,unknown
436,6,"python, pandas, numpy, tensorflow, sql","technical, learning",unknown,unknown,unknown,unknown
437,6,"python, spark","project, time, planning, technical, flexibility, communication",unknown,unknown,unknown,unknown
438,6,"python, tableau, etl, r, sql","learning, communication",unknown,unknown,unknown,unknown
439,6,"python, r, sql",unknown,unknown,unknown,unknown,unknown
440,6,"tableau, power bi, sql, etl","communication skills, analytical",unknown,bachelor,unknown,unknown
441,6,"python, r, sas","communication skills, change, time, initiative, system",unknown,bachelor,mid-level,unknown
442,6,"power bi, sql","attention to detail, analytical, communication",data visualization,unknown,unknown,unknown
443,6,"power bi, sql","communication skills, change, analytical thinking, technical, documentation",unknown,unknown,unknown,unknown
446,6,"python, tensorflow, sql, transform","technical, communication skills, learning","clustering, statistical analysis, natural language processing, classification",phd,unknown,unknown
447,6,"python, sql","teamwork, analytical thinking, flexibility, learning, stakeholder, solution, analytical, communication",unknown,unknown,unknown,unknown
448,6,"power bi, sql, etl","project, analytical thinking, adaptability, flexibility, analytical, communication","data visualization, statistical analysis",bachelor,unknown,unknown
449,6,"r, transform","communication skills, project, technical, task, learning, analytical, communication",unknown,bachelor,junior,unknown
450,6,"tableau, clean, power bi, sql","system, communication, analytical, attention to detail",unknown,unknown,unknown,unknown
452,6,r,"learning, project, solution, client",unknown,unknown,unknown,unknown
453,6,"python, r, sql, tableau","project, collaboration, attention, flexibility, attention to detail, analytical, communication","data visualization, statistical analysis",unknown,unknown,unknown
455,6,"python, tensorflow, spark","technical, communication skills, learning",unknown,phd,unknown,unknown
456,6,"python, nosql, sql, tableau","communication skills, collaboration, planning, critical, client, responsibility, analytical, communication",unknown,unknown,junior,unknown
457,6,unknown,"technical, communication skills, solution",unknown,unknown,unknown,unknown
462,6,"python, tableau, r, sas, sql","analytical, learning, curiosity, collaboration",unknown,unknown,unknown,unknown
463,6,"tableau, sql",unknown,data visualization,unknown,unknown,unknown
464,6,"python, spark, hadoop, tensorflow, r, sql","problem, attention, technical, learning, analytical",unknown,unknown,mid-level,unknown
466,6,unknown,"change, attention, technical, time management, responsibility, communication",unknown,master,junior,unknown
467,6,"power bi, sql","communication skills, attention to detail, analytical",data visualization,unknown,unknown,unknown
468,6,"python, power bi, sql",unknown,unknown,bachelor,junior,unknown
469,6,"python, r, spark, sql","communication skills, time, system, problem solving, learning, documentation, analytical",natural language processing,unknown,mid-level,unknown
